Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R9,2024-04-02,10.000666,4.5,6.38,No,Yes,Yes,No,No,office,office
R10,2024-04-02,10.000666,4.5,9.87,No,No,No,Yes,No,office,home
R11,2024-04-02,10.000666,4.5,5.45,No,No,No,No,No,home,office
R1,2024-04-03,11.127749,3.3999994,8.51,No,No,Yes,No,No,office,office
R2,2024-04-03,11.127749,3.3999994,13.16,No,No,No,No,No,home,office
R3,2024-04-03,11.127749,3.3999994,6.39,No,No,Yes,No,Yes,office,office
R4,2024-04-03,11.127749,3.3999994,8.73,Yes,No,Yes,No,No,office,office
R5,2024-04-03,11.127749,3.3999994,8.1,No,No,Yes,No,No,office,office
R6,2024-04-03,11.127749,3.3999994,8.49,No,No,Yes,No,No,office,office
R7,2024-04-03,11.127749,3.3999994,7.85,No,No,No,No,No,office,office
R8,2024-04-03,11.127749,3.3999994,5.96,No,No,Yes,No,No,office,office
R9,2024-04-03,11.127749,3.3999994,6.38,No,No,Yes,Yes,Yes,office,office
R10,2024-04-03,11.127749,3.3999994,10.86,No,Yes,Yes,No,No,office,office
R11,2024-04-03,11.127749,3.3999994,5.06,No,Yes,No,No,Yes,office,office
R1,2024-04-04,10.906918,4.8999996,8.51,No,Yes,Yes,Yes,No,office,office
R2,2024-04-04,10.906918,4.8999996,12.29,No,Yes,Yes,No,No,office,office
R3,2024-04-04,10.906918,4.8999996,5.37,No,No,Yes,No,No,office,office
R4,2024-04-04,10.906918,4.8999996,8.73,No,No,Yes,No,No,office,office
R5,2024-04-04,10.906918,4.8999996,5.83,No,No,Yes,No,No,office,office
R6,2024-04-04,10.906918,4.8999996,10.61,No,No,No,Yes,No,home,office
R7,2024-04-04,10.906918,4.8999996,7.58,No,No,No,No,No,home,home
R8,2024-04-04,10.906918,4.8999996,5.12,No,No,Yes,Yes,No,office,office
R9,2024-04-04,10.906918,4.8999996,6.38,No,No,Yes,No,No,office,office
R10,2024-04-04,10.906918,4.8999996,10.86,No,No,No,No,No,office,home
R11,2024-04-04,10.906918,4.8999996,8.6,No,No,Yes,No,No,office,office
R1,2024-04-05,13.86525,6.399999,12.37,No,No,Yes,No,No,office,office
R2,2024-04-05,13.86525,6.399999,13.16,No,No,No,No,No,office,home
R3,2024-04-05,13.86525,6.399999,6.39,No,Yes,No,No,No,office,office
R4,2024-04-05,13.86525,6.399999,8.73,No,Yes,No,Yes,No,office,office
R5,2024-04-05,13.86525,6.399999,5.83,No,No,No,Yes,No,office,office
R6,2024-04-05,13.86525,6.399999,8.49,Yes,No,No,No,No,office,office
R7,2024-04-05,13.86525,6.399999,7.92,No,No,No,No,Yes,office,office
R8,2024-04-05,13.86525,6.399999,5.96,No,No,Yes,No,Yes,office,office
R9,2024-04-05,13.86525,6.399999,6.38,No,No,No,No,No,office,office
R10,2024-04-05,13.86525,6.399999,13.26,No,No,Yes,Yes,No,office,office
R11,2024-04-05,13.86525,6.399999,8.6,Yes,No,Yes,No,No,office,office
R1,2024-04-08,11.8215,0.8,8.51,No,No,Yes,Yes,No,office,office
R2,2024-04-08,11.8215,0.8,13.16,Yes,No,No,No,No,office,office
R3,2024-04-08,11.8215,0.8,6.39,No,No,No,No,No,office,office
R4,2024-04-08,11.8215,0.8,8.73,No,No,No,Yes,No,home,home
R5,2024-04-08,11.8215,0.8,5.83,No,Yes,No,No,No,office,office
R6,2024-04-08,11.8215,0.8,8.49,No,Yes,No,No,Yes,office,office
R7,2024-04-08,11.8215,0.8,7.85,No,No,No,Yes,No,home,office
R8,2024-04-08,11.8215,0.8,5.96,No,No,Yes,Yes,No,office,office
R9,2024-04-08,11.8215,0.8,6.38,Yes,No,Yes,No,No,office,office
R10,2024-04-08,11.8215,0.8,10.86,No,No,No,Yes,No,office,home
R11,2024-04-08,11.8215,0.8,8.6,No,No,No,No,No,home,home
R1,2024-04-09,9.392333,1.6,12.31,No,No,Yes,No,No,office,office
R2,2024-04-09,9.392333,1.6,8.39,No,No,Yes,No,No,office,office
R3,2024-04-09,9.392333,1.6,6.39,No,No,Yes,No,Yes,office,office
R4,2024-04-09,9.392333,1.6,8.73,No,No,No,No,Yes,home,home
R5,2024-04-09,9.392333,1.6,5.83,No,No,No,No,No,office,home
R6,2024-04-09,9.392333,1.6,8.49,No,No,Yes,No,No,office,office
R7,2024-04-09,9.392333,1.6,7.85,No,Yes,Yes,No,No,office,office
R8,2024-04-09,9.392333,1.6,5.96,No,Yes,Yes,No,No,office,office
R9,2024-04-09,9.392333,1.6,13.69,No,No,Yes,No,Yes,office,office
R10,2024-04-09,9.392333,1.6,10.86,No,No,Yes,No,No,office,office
R11,2024-04-09,9.392333,1.6,8.6,No,No,Yes,No,No,office,office
R1,2024-04-10,9.573584,0.5,9.18,No,No,No,No,No,home,office
R2,2024-04-10,9.573584,0.5,8.43,No,No,No,Yes,Yes,home,home
R3,2024-04-10,9.573584,0.5,6.39,No,No,Yes,No,No,office,office
R4,2024-04-10,9.573584,0.5,10.02,No,No,Yes,Yes,No,office,office
R5,2024-04-10,9.573584,0.5,5.83,No,No,Yes,No,No,office,office
R6,2024-04-10,9.573584,0.5,8.49,No,No,Yes,Yes,No,office,office
R7,2024-04-10,9.573584,0.5,7.85,No,No,No,No,No,office,office
R8,2024-04-10,9.573584,0.5,5.96,No,No,No,No,No,home,home
R9,2024-04-10,9.573584,0.5,13.83,No,Yes,No,No,No,office,office
R10,2024-04-10,9.573584,0.5,10.86,No,Yes,Yes,Yes,No,office,office
R11,2024-04-10,9.573584,0.5,7.49,No,No,No,No,No,office,home
R1,2024-04-11,14.838165,0.5,8.59,No,Yes,Yes,Yes,Yes,office,office
R2,2024-04-11,14.838165,0.5,5.46,No,No,No,No,No,office,office
R3,2024-04-11,14.838165,0.5,6.39,No,No,Yes,Yes,No,office,office
R4,2024-04-11,14.838165,0.5,9.25,Yes,No,Yes,No,No,office,office
R5,2024-04-11,14.838165,0.5,7.94,No,No,No,Yes,No,home,home
R6,2024-04-11,14.838165,0.5,11.4,No,No,No,Yes,No,home,office
R7,2024-04-11,14.838165,0.5,7.85,No,No,Yes,No,Yes,office,office
R8,2024-04-11,14.838165,0.5,6.28,No,No,Yes,No,No,office,office
R9,2024-04-11,14.838165,0.5,5.96,No,No,No,Yes,No,home,home
R10,2024-04-11,14.838165,0.5,10.86,No,No,Yes,No,No,office,office
R11,2024-04-11,14.838165,0.5,8.6,No,Yes,No,Yes,Yes,office,office
R1,2024-04-12,14.484001,0.0,8.51,No,No,Yes,No,No,office,office
R2,2024-04-12,14.484001,0.0,13.16,No,Yes,Yes,Yes,No,office,office
R3,2024-04-12,14.484001,0.0,6.39,No,Yes,Yes,Yes,No,office,office
R4,2024-04-12,14.484001,0.0,8.73,No,No,No,No,No,office,home
R5,2024-04-12,14.484001,0.0,13.65,No,No,Yes,No,Yes,office,office
R6,2024-04-12,14.484001,0.0,7.37,No,No,No,No,No,office,office
R7,2024-04-12,14.484001,0.0,7.85,No,No,No,No,No,office,office
R8,2024-04-12,14.484001,0.0,5.96,No,No,No,No,Yes,home,home
R9,2024-04-12,14.484001,0.0,14.06,No,No,Yes,No,No,office,office
R10,2024-04-12,14.484001,0.0,10.86,No,No,No,No,Yes,office,home
R11,2024-04-12,14.484001,0.0,8.6,No,No,Yes,No,No,office,office
R1,2024-04-15,7.81525,4.4,7.75,No,No,Yes,No,No,office,office
R2,2024-04-15,7.81525,4.4,9.7,No,No,No,No,No,home,home
R3,2024-04-15,7.81525,4.4,6.39,No,No,Yes,No,No,office,office
R4,2024-04-15,7.81525,4.4,8.73,Yes,Yes,No,Yes,No,office,office
R5,2024-04-15,7.81525,4.4,5.83,No,Yes,Yes,No,No,office,office
R6,2024-04-15,7.81525,4.4,8.49,No,No,No,No,Yes,home,home
R7,2024-04-15,7.81525,4.4,7.85,No,No,No,No,No,home,home
R8,2024-04-15,7.81525,4.4,5.96,No,No,Yes,Yes,No,office,office
R9,2024-04-15,7.81525,4.4,6.38,No,No,No,No,No,office,office
R10,2024-04-15,7.81525,4.4,10.86,No,No,No,No,No,office,home
R11,2024-04-15,7.81525,4.4,8.6,No,No,No,No,No,home,office
R1,2024-04-16,7.1402493,5.1,8.51,No,No,Yes,No,No,office,office
R2,2024-04-16,7.1402493,5.1,13.16,No,No,No,No,No,office,office
R3,2024-04-16,7.1402493,5.1,6.39,No,No,No,Yes,No,office,office
R4,2024-04-16,7.1402493,5.1,8.73,No,No,No,No,No,office,office
R5,2024-04-16,7.1402493,5.1,5.83,No,No,Yes,Yes,No,office,office
R6,2024-04-16,7.1402493,5.1,12.86,No,Yes,Yes,Yes,No,office,office
R7,2024-04-16,7.1402493,5.1,9.36,No,Yes,No,No,Yes,office,office
R8,2024-04-16,7.1402493,5.1,13.79,No,No,Yes,Yes,No,office,office
R9,2024-04-16,7.1402493,5.1,6.38,No,No,Yes,Yes,No,office,office
R10,2024-04-16,7.1402493,5.1,10.86,No,No,Yes,No,Yes,office,office
R11,2024-04-16,7.1402493,5.1,8.6,No,No,No,No,No,office,home
R1,2024-04-17,5.9569163,2.9000003,8.51,No,No,Yes,No,No,office,office
R2,2024-04-17,5.9569163,2.9000003,13.16,No,No,Yes,Yes,Yes,office,office
R3,2024-04-17,5.9569163,2.9000003,9.58,No,No,Yes,No,No,office,office
R4,2024-04-17,5.9569163,2.9000003,8.73,No,No,No,Yes,No,office,home
R5,2024-04-17,5.9569163,2.9000003,5.83,No,No,No,No,Yes,home,home
R6,2024-04-17,5.9569163,2.9000003,8.49,No,No,Yes,Yes,No,office,office
R7,2024-04-17,5.9569163,2.9000003,7.85,No,No,Yes,Yes,No,office,office
R8,2024-04-17,5.9569163,2.9000003,5.96,No,Yes,No,No,Yes,office,office
R9,2024-04-17,5.9569163,2.9000003,6.38,Yes,Yes,Yes,Yes,Yes,office,office
R10,2024-04-17,5.9569163,2.9000003,9.95,No,No,No,No,No,office,home
R11,2024-04-17,5.9569163,2.9000003,8.69,No,No,No,No,No,office,office
R1,2024-04-18,7.7339997,2.8,8.26,No,No,Yes,No,No,office,office
R2,2024-04-18,7.7339997,2.8,13.16,No,No,Yes,Yes,No,office,office
R3,2024-04-18,7.7339997,2.8,10.62,No,No,Yes,No,Yes,office,office
R4,2024-04-18,7.7339997,2.8,8.73,No,No,Yes,No,No,office,office
R5,2024-04-18,7.7339997,2.8,5.83,No,No,No,No,No,home,home
R6,2024-04-18,7.7339997,2.8,8.49,No,No,No,No,No,office,home
R7,2024-04-18,7.7339997,2.8,7.85,No,No,No,Yes,No,office,home
R8,2024-04-18,7.7339997,2.8,7.57,No,No,No,No,No,home,home
R9,2024-04-18,7.7339997,2.8,6.38,No,No,Yes,No,No,office,office
R10,2024-04-18,7.7339997,2.8,5.91,No,Yes,Yes,Yes,No,office,office
R11,2024-04-18,7.7339997,2.8,12.48,No,Yes,Yes,No,No,office,office
R1,2024-04-19,8.183999,2.1,8.51,No,Yes,No,Yes,Yes,office,office
R2,2024-04-19,8.183999,2.1,8.42,No,Yes,No,No,No,office,office
R3,2024-04-19,8.183999,2.1,12.19,No,No,Yes,Yes,No,office,office
R4,2024-04-19,8.183999,2.1,8.73,No,No,Yes,No,Yes,office,office
R5,2024-04-19,8.183999,2.1,8.58,No,No,No,No,No,office,office
R6,2024-04-19,8.183999,2.1,8.49,No,No,No,No,No,home,office
R7,2024-04-19,8.183999,2.1,7.85,No,No,Yes,No,No,office,office
R8,2024-04-19,8.183999,2.1,5.96,No,No,Yes,No,No,office,office
R9,2024-04-19,8.183999,2.1,6.38,Yes,No,No,No,No,office,office
R10,2024-04-19,8.183999,2.1,10.86,No,No,Yes,Yes,No,office,office
R11,2024-04-19,8.183999,2.1,8.6,No,No,Yes,Yes,Yes,office,office
R1,2024-04-22,6.3798337,0.70000005,8.51,No,No,Yes,No,No,office,office
R2,2024-04-22,6.3798337,0.70000005,8.62,Yes,No,Yes,No,Yes,office,office
R3,2024-04-22,6.3798337,0.70000005,6.39,No,Yes,Yes,No,Yes,office,office
R4,2024-04-22,6.3798337,0.70000005,8.73,No,Yes,No,No,No,office,office
R5,2024-04-22,6.3798337,0.70000005,5.83,No,No,No,No,No,office,home
R6,2024-04-22,6.3798337,0.70000005,8.49,No,No,No,Yes,No,home,office
R7,2024-04-22,6.3798337,0.70000005,9.34,No,No,Yes,No,Yes,office,office
R8,2024-04-22,6.3798337,0.70000005,13.21,No,No,Yes,Yes,No,office,office
R9,2024-04-22,6.3798337,0.70000005,6.38,No,No,Yes,Yes,No,office,office
R10,2024-04-22,6.3798337,0.70000005,8.94,No,No,No,Yes,Yes,home,home
R11,2024-04-22,6.3798337,0.70000005,8.6,No,No,No,No,No,office,office
R1,2024-04-23,6.6944165,3.8999996,8.51,No,No,No,No,No,office,home
R2,2024-04-23,6.6944165,3.8999996,13.16,No,No,No,Yes,No,home,home
R3,2024-04-23,6.6944165,3.8999996,6.39,No,No,Yes,No,No,office,office
R4,2024-04-23,6.6944165,3.8999996,8.73,No,No,Yes,Yes,Yes,office,office
R5,2024-04-23,6.6944165,3.8999996,5.83,No,Yes,No,Yes,No,office,office
R6,2024-04-23,6.6944165,3.8999996,12.01,Yes,Yes,Yes,No,No,office,office
R7,2024-04-23,6.6944165,3.8999996,7.85,No,No,No,No,No,office,home
R8,2024-04-23,6.6944165,3.8999996,13.4,No,No,Yes,Yes,No,office,office
R9,2024-04-23,6.6944165,3.8999996,6.38,No,No,Yes,No,Yes,office,office
R10,2024-04-23,6.6944165,3.8999996,14.34,No,No,Yes,Yes,No,office,office
R11,2024-04-23,6.6944165,3.8999996,8.6,No,No,No,Yes,No,home,home
R1,2024-04-24,5.8610835,0.90000004,8.51,No,No,Yes,No,No,office,office
R2,2024-04-24,5.8610835,0.90000004,14.86,No,No,No,No,No,home,home
R3,2024-04-24,5.8610835,0.90000004,11.84,No,No,No,No,No,office,office
R4,2024-04-24,5.8610835,0.90000004,8.56,No,No,Yes,Yes,No,office,office
R5,2024-04-24,5.8610835,0.90000004,5.44,No,No,Yes,No,No,office,office
R6,2024-04-24,5.8610835,0.90000004,5.68,No,No,No,Yes,No,home,office
R7,2024-04-24,5.8610835,0.90000004,5.85,No,Yes,Yes,No,No,office,office
R8,2024-04-24,5.8610835,0.90000004,5.96,No,Yes,No,No,No,office,office
R9,2024-04-24,5.8610835,0.90000004,12.37,Yes,No,Yes,No,No,office,office
R10,2024-04-24,5.8610835,0.90000004,10.86,No,No,Yes,No,No,office,office
R11,2024-04-24,5.8610835,0.90000004,13.27,Yes,No,No,No,No,office,office
R1,2024-04-25,4.9360833,0.5,8.79,No,No,Yes,Yes,Yes,office,office
R2,2024-04-25,4.9360833,0.5,11.67,No,No,No,No,No,office,office
R3,2024-04-25,4.9360833,0.5,6.39,No,No,Yes,No,No,office,office
R4,2024-04-25,4.9360833,0.5,13.29,No,No,No,No,No,home,office
R5,2024-04-25,4.9360833,0.5,5.83,No,No,No,Yes,Yes,home,home
R6,2024-04-25,4.9360833,0.5,8.49,No,No,No,No,No,home,home
R7,2024-04-25,4.9360833,0.5,7.85,No,No,No,Yes,No,office,office
R8,2024-04-25,4.9360833,0.5,7.16,No,No,Yes,No,No,office,office
R9,2024-04-25,4.9360833,0.5,5.58,Yes,Yes,No,No,No,office,office
R10,2024-04-25,4.9360833,0.5,10.86,No,Yes,No,No,No,office,office
R11,2024-04-25,4.9360833,0.5,8.6,No,No,Yes,No,No,office,office
R1,2024-04-26,6.029833,1.3000001,8.51,No,Yes,Yes,No,No,office,office
R2,2024-04-26,6.029833,1.3000001,13.16,No,No,Yes,No,No,office,office
R3,2024-04-26,6.029833,1.3000001,6.39,No,No,Yes,Yes,No,office,office
R4,2024-04-26,6.029833,1.3000001,14.61,No,No,No,No,No,office,home
R5,2024-04-26,6.029833,1.3000001,10.36,No,No,Yes,No,No,office,office
R6,2024-04-26,6.029833,1.3000001,10.69,No,No,Yes,No,Yes,office,office
R7,2024-04-26,6.029833,1.3000001,7.85,No,No,No,No,No,home,office
R8,2024-04-26,6.029833,1.3000001,5.96,No,No,No,No,Yes,home,home
R9,2024-04-26,6.029833,1.3000001,14.39,No,No,No,Yes,No,home,office
R10,2024-04-26,6.029833,1.3000001,10.86,No,No,Yes,No,No,office,office
R11,2024-04-26,6.029833,1.3000001,8.6,No,Yes,Yes,No,Yes,office,office
R1,2024-04-29,10.111083,0.1,8.51,No,No,Yes,No,No,office,office
R2,2024-04-29,10.111083,0.1,13.16,No,Yes,Yes,No,No,office,office
R3,2024-04-29,10.111083,0.1,6.39,No,Yes,Yes,No,Yes,office,office
R4,2024-04-29,10.111083,0.1,8.73,No,No,No,Yes,No,home,home
R5,2024-04-29,10.111083,0.1,5.83,No,No,No,Yes,No,home,office
R6,2024-04-29,10.111083,0.1,14.98,No,No,Yes,No,No,office,office
R7,2024-04-29,10.111083,0.1,7.85,No,No,Yes,No,Yes,office,office
R8,2024-04-29,10.111083,0.1,11.95,No,No,Yes,No,No,office,office
R9,2024-04-29,10.111083,0.1,6.38,No,No,Yes,No,No,office,office
R10,2024-04-29,10.111083,0.1,10.86,No,No,No,No,No,office,home
R11,2024-04-29,10.111083,0.1,8.6,No,No,Yes,No,No,office,office
R1,2024-04-30,12.456917,1.5,8.51,No,No,No,Yes,No,home,home
R2,2024-04-30,12.456917,1.5,13.16,No,No,Yes,Yes,No,office,office
R3,2024-04-30,12.456917,1.5,6.39,No,No,Yes,No,No,office,office
R4,2024-04-30,12.456917,1.5,8.73,No,Yes,No,No,Yes,office,office
R5,2024-04-30,12.456917,1.5,5.83,No,Yes,Yes,No,No,office,office
R6,2024-04-30,12.456917,1.5,8.49,No,No,No,No,No,office,home
R7,2024-04-30,12.456917,1.5,7.85,No,No,No,Yes,No,home,office
R8,2024-04-30,12.456917,1.5,5.96,No,No,No,No,No,office,office
R9,2024-04-30,12.456917,1.5,6.38,No,No,No,No,No,office,home
R10,2024-04-30,12.456917,1.5,7.78,No,No,Yes,No,No,office,office
R11,2024-04-30,12.456917,1.5,8.6,No,No,No,Yes,No,office,home
R1,2024-05-01,13.796501,0.2,8.51,No,No,Yes,No,No,office,office
R2,2024-05-01,13.796501,0.2,13.16,No,No,No,No,No,office,office
R3,2024-05-01,13.796501,0.2,13.86,No,No,Yes,Yes,No,office,office
R4,2024-05-01,13.796501,0.2,5.7,No,No,Yes,Yes,No,office,office
R5,2024-05-01,13.796501,0.2,14.32,No,No,Yes,No,Yes,office,office
R6,2024-05-01,13.796501,0.2,7.21,No,Yes,No,Yes,No,office,office
R7,2024-05-01,13.796501,0.2,7.85,No,Yes,No,No,No,office,office
R8,2024-05-01,13.796501,0.2,5.96,No,No,Yes,Yes,Yes,office,office
R9,2024-05-01,13.796501,0.2,6.38,No,No,Yes,Yes,Yes,office,office
R10,2024-05-01,13.796501,0.2,10.86,No,No,Yes,Yes,Yes,office,office
R11,2024-05-01,13.796501,0.2,5.63,No,No,No,No,Yes,home,office
R1,2024-05-02,13.69025,0.0,11.01,No,No,Yes,No,Yes,office,office
R2,2024-05-02,13.69025,0.0,13.16,No,No,No,No,Yes,office,home
R3,2024-05-02,13.69025,0.0,6.39,No,No,Yes,No,No,office,office
R4,2024-05-02,13.69025,0.0,10.18,No,No,Yes,No,No,office,office
R5,2024-05-02,13.69025,0.0,5.83,No,No,No,No,No,home,office
R6,2024-05-02,13.69025,0.0,8.49,Yes,No,No,No,No,office,office
R7,2024-05-02,13.69025,0.0,7.85,No,No,No,Yes,No,home,office
R8,2024-05-02,13.69025,0.0,5.96,No,Yes,No,No,No,office,office
R9,2024-05-02,13.69025,0.0,6.38,No,Yes,No,No,No,office,office
R10,2024-05-02,13.69025,0.0,12.27,No,No,No,No,No,office,home
R11,2024-05-02,13.69025,0.0,8.6,No,No,No,No,No,office,home
R1,2024-05-03,10.556917,5.2999997,8.51,No,No,Yes,Yes,No,office,office
R2,2024-05-03,10.556917,5.2999997,11.95,No,No,No,No,No,office,office
R3,2024-05-03,10.556917,5.2999997,6.39,No,No,No,Yes,No,home,home
R4,2024-05-03,10.556917,5.2999997,8.73,Yes,No,No,No,No,office,office
R5,2024-05-03,10.556917,5.2999997,10.9,No,No,No,No,No,home,office
R6,2024-05-03,10.556917,5.2999997,8.49,Yes,No,Yes,No,Yes,office,office
R7,2024-05-03,10.556917,5.2999997,6.92,No,No,Yes,No,No,office,office
R8,2024-05-03,10.556917,5.2999997,14.34,Yes,No,Yes,No,No,office,office
R9,2024-05-03,10.556917,5.2999997,10.56,Yes,No,Yes,No,No,office,office
R10,2024-05-03,10.556917,5.2999997,10.86,No,Yes,Yes,No,No,office,office
R11,2024-05-03,10.556917,5.2999997,9.94,No,Yes,Yes,No,No,office,office
R1,2024-05-06,12.796501,0.90000004,8.51,No,Yes,Yes,No,No,office,office
R2,2024-05-06,12.796501,0.90000004,9.53,No,Yes,No,No,No,office,office
R3,2024-05-06,12.796501,0.90000004,6.39,No,No,Yes,Yes,No,office,office
R4,2024-05-06,12.796501,0.90000004,6.28,Yes,No,Yes,No,No,office,office
R5,2024-05-06,12.796501,0.90000004,13.59,No,No,No,No,No,office,home
R6,2024-05-06,12.796501,0.90000004,8.48,Yes,No,Yes,No,No,office,office
R7,2024-05-06,12.796501,0.90000004,7.85,No,No,Yes,Yes,No,office,office
R8,2024-05-06,12.796501,0.90000004,5.96,No,No,Yes,Yes,No,office,office
R9,2024-05-06,12.796501,0.90000004,12.59,No,No,Yes,No,No,office,office
R10,2024-05-06,12.796501,0.90000004,10.86,No,No,Yes,No,No,office,office
R11,2024-05-06,12.796501,0.90000004,8.6,Yes,No,Yes,No,No,office,office
R1,2024-05-07,11.379833,0.0,8.51,No,No,Yes,Yes,No,office,office
R2,2024-05-07,11.379833,0.0,13.16,No,No,Yes,Yes,No,office,office
R3,2024-05-07,11.379833,0.0,6.39,No,Yes,Yes,No,No,office,office
R4,2024-05-07,11.379833,0.0,14.22,Yes,Yes,No,No,No,office,office
R5,2024-05-07,11.379833,0.0,6.45,No,No,No,Yes,No,office,home
R6,2024-05-07,11.379833,0.0,8.49,No,No,No,No,No,office,home
R7,2024-05-07,11.379833,0.0,7.85,No,No,No,No,Yes,home,office
R8,2024-05-07,11.379833,0.0,12.5,No,No,No,No,No,office,home
R9,2024-05-07,11.379833,0.0,11.49,No,No,No,Yes,No,home,home
R10,2024-05-07,11.379833,0.0,10.86,No,No,Yes,No,No,office,office
R11,2024-05-07,11.379833,0.0,12.65,No,No,Yes,Yes,No,office,office
R1,2024-05-08,11.965249,0.0,8.51,No,No,No,No,No,office,home
R2,2024-05-08,11.965249,0.0,13.16,No,No,No,No,Yes,home,home
R3,2024-05-08,11.965249,0.0,6.39,No,No,Yes,No,No,office,office
R4,2024-05-08,11.965249,0.0,10.24,No,No,No,Yes,No,home,home
R5,2024-05-08,11.965249,0.0,5.83,No,Yes,Yes,No,No,office,office
R6,2024-05-08,11.965249,0.0,8.49,No,Yes,No,No,Yes,office,office
R7,2024-05-08,11.965249,0.0,11.1,No,No,No,Yes,No,office,office
R8,2024-05-08,11.965249,0.0,11.49,No,No,No,No,No,office,home
R9,2024-05-08,11.965249,0.0,6.38,Yes,No,Yes,No,No,office,office
R10,2024-05-08,11.965249,0.0,10.86,No,No,No,Yes,Yes,home,home
R11,2024-05-08,11.965249,0.0,10.84,No,No,No,No,Yes,office,home
R1,2024-05-09,14.113167,0.5,8.51,No,No,Yes,Yes,No,office,office
R2,2024-05-09,14.113167,0.5,14.18,No,No,No,No,No,home,office
R3,2024-05-09,14.113167,0.5,6.39,No,No,Yes,Yes,Yes,office,office
R4,2024-05-09,14.113167,0.5,8.73,No,No,No,Yes,No,office,home
R5,2024-05-09,14.113167,0.5,5.83,No,No,No,No,No,office,office
R6,2024-05-09,14.113167,0.5,8.49,Yes,No,No,Yes,No,office,office
R7,2024-05-09,14.113167,0.5,12.38,No,Yes,Yes,No,No,office,office
R8,2024-05-09,14.113167,0.5,5.96,No,Yes,Yes,No,No,office,office
R9,2024-05-09,14.113167,0.5,10.97,Yes,No,Yes,No,No,office,office
R10,2024-05-09,14.113167,0.5,13.07,No,No,No,No,No,office,home
R11,2024-05-09,14.113167,0.5,9.82,No,No,No,No,No,office,office
R1,2024-05-10,13.856915,0.0,10.97,No,No,Yes,No,Yes,office,office
R2,2024-05-10,13.856915,0.0,10.59,No,No,Yes,No,No,office,office
R3,2024-05-10,13.856915,0.0,6.39,No,No,No,No,No,home,office
R4,2024-05-10,13.856915,0.0,5.74,No,No,Yes,No,Yes,office,office
R5,2024-05-10,13.856915,0.0,5.83,No,No,Yes,No,Yes,office,office
R6,2024-05-10,13.856915,0.0,12.47,Yes,No,Yes,No,No,office,office
R7,2024-05-10,13.856915,0.0,13.19,No,No,No,No,No,office,home
R8,2024-05-10,13.856915,0.0,5.96,No,No,Yes,No,Yes,office,office
R9,2024-05-10,13.856915,0.0,6.38,No,Yes,No,Yes,Yes,office,office
R10,2024-05-10,13.856915,0.0,8.31,No,Yes,Yes,Yes,No,office,office
R11,2024-05-10,13.856915,0.0,8.6,No,No,No,No,No,office,home
R1,2024-05-13,15.881919,0.0,8.51,No,Yes,Yes,Yes,No,office,office
R2,2024-05-13,15.881919,0.0,13.16,No,No,No,Yes,No,home,home
R3,2024-05-13,15.881919,0.0,6.39,No,No,Yes,Yes,No,office,office
R4,2024-05-13,15.881919,0.0,8.73,Yes,No,No,Yes,No,office,office
R5,2024-05-13,15.881919,0.0,13.41,No,No,No,No,No,office,office
R6,2024-05-13,15.881919,0.0,12.69,Yes,No,No,No,No,office,office
R7,2024-05-13,15.881919,0.0,7.85,No,No,Yes,No,Yes,office,office
R8,2024-05-13,15.881919,0.0,13.36,No,No,No,No,Yes,office,home
R9,2024-05-13,15.881919,0.0,11.03,No,No,No,Yes,No,office,home
R10,2024-05-13,15.881919,0.0,7.46,No,No,No,No,No,office,home
R11,2024-05-13,15.881919,0.0,12.25,No,Yes,No,No,Yes,office,office
R1,2024-05-14,15.4194145,1.2,8.51,No,No,Yes,No,No,office,office
R2,2024-05-14,15.4194145,1.2,13.5,No,Yes,No,No,No,office,office
R3,2024-05-14,15.4194145,1.2,6.39,No,Yes,Yes,No,No,office,office
R4,2024-05-14,15.4194145,1.2,8.73,No,No,Yes,No,No,office,office
R5,2024-05-14,15.4194145,1.2,12.98,No,No,Yes,Yes,No,office,office
R6,2024-05-14,15.4194145,1.2,5.61,No,No,No,No,No,home,office
R7,2024-05-14,15.4194145,1.2,7.85,No,No,No,Yes,No,office,home
R8,2024-05-14,15.4194145,1.2,5.96,No,No,Yes,Yes,No,office,office
R9,2024-05-14,15.4194145,1.2,8.76,No,No,Yes,No,No,office,office
R10,2024-05-14,15.4194145,1.2,10.86,No,No,Yes,No,No,office,office
R11,2024-05-14,15.4194145,1.2,6.45,No,No,No,No,No,office,home
R1,2024-05-15,13.873584,6.4,8.51,No,No,Yes,No,No,office,office
R2,2024-05-15,13.873584,6.4,13.16,No,No,Yes,No,No,office,office
R3,2024-05-15,13.873584,6.4,6.39,No,No,No,No,No,office,home
R4,2024-05-15,13.873584,6.4,8.73,No,Yes,No,No,No,office,office
R5,2024-05-15,13.873584,6.4,5.83,No,Yes,No,Yes,No,office,office
R6,2024-05-15,13.873584,6.4,8.49,Yes,No,Yes,Yes,No,office,office
R7,2024-05-15,13.873584,6.4,7.58,No,No,Yes,No,No,office,office
R8,2024-05-15,13.873584,6.4,13.41,No,No,No,No,No,office,office
R9,2024-05-15,13.873584,6.4,9.91,No,No,Yes,No,No,office,office
R10,2024-05-15,13.873584,6.4,9.04,No,No,Yes,No,No,office,office
